
 FM-235              , BOQUILLA ROSETON OCTAGONAL, ,    0.58,    0.60,    0.61,    0.00,    0.00,    0.00,O
 FM-240              , BOQUILLA ROSETON CUADRADA, ,    0.58,    0.60,    0.61,    0.00,    0.00,    0.00,O
 T-121               , INTERRUPTOR C/TAPA 1 SERV T/TICINO, ,    0.58,    0.60,    0.61,    0.00,    0.00,    0.00,O
 T-122               , INTERRUPTOR CON TAPA 2 SERV. T/TICINO, ,    0.68,    0.70,    0.71,    0.00,    0.00,    0.00,O
 T-211               , TOMACORRIENTE CON TAPA 1 SERV T/TICINO, ,    0.58,    0.60,    0.61,    0.00,    0.00,    0.00,O
 T-110A              , INTERRUPTOR COLGANTE, ,    0.28,    0.29,    0.30,    0.00,    0.00,    0.00,O
 FSS310              , CAJA PARA TELEFONO EMPOTRAR 1 SERVICIO, ,    0.37,    0.38,    0.39,    0.00,    0.00,    0.00,O
 FSS311              , CAJA PARA TELEF EMPOTRAR 2 SERVICIOS, ,    0.58,    0.60,    0.61,    0.00,    0.00,    0.00,O
 FSS308              , CAJA P/TELEF MEDIANO 2 SERV S/PUESTO, ,    0.60,    0.62,    0.63,    0.00,    0.00,    0.00,O
 101-BH              , INTERRUPTOR S/PUESTO REDONDO NEGRO, ,    0.32,    0.33,    0.34,    0.00,    0.00,    0.00,O
 FMZJ66              , EXT.12FT P/LAMP. DE EMERGENCIA, ,    4.49,    4.58,    4.66,    0.00,    0.00,    0.00,O
 FMDE47              , EXT.25FT C/CANASTILLA METALICA, ,    4.77,    4.86,    4.95,    0.00,    0.00,    0.00,O
 1-155-7             , PINZA PLASTICA PARA HIELO (PATA CANGRE, ,    1.79,    1.83,    1.86,    0.00,    0.00,    0.00,O
 1-104-S             , EXT.TOMAC.MULTIPLE P/COMP, ,    7.58,    7.72,    7.86,    0.00,    0.00,    0.00,O
 1F11-2              , CUCHARA PEQUEÑA DE CAFE, ,    1.42,    1.45,    1.48,    0.00,    1.22,    1.67,O
 1B14-13             , CUCHARON, ,    0.90,    0.92,    0.94,    0.00,    0.65,    0.89,O
 1B16-13             , ESPATULA CERRADA, ,    0.84,    0.86,    0.88,    0.00,    0.61,    0.84,O
 12-175-911          , TIJERA ACERO INOXIDABLE COCINA, ,    0.79,    0.81,    0.82,    0.00,    0.68,    0.93,O
 12-300-38-9         , CUCHILLO C/MAD.3REMACHES 9", ,    1.25,    1.28,    1.30,    0.00,    1.02,    1.39,O
 12-300-38-8         , CUCHILLO C/MAD.3REMACHES 8", ,    1.16,    1.19,    1.21,    0.00,    0.92,    1.26,O
 12-300-38-7         , CUCHILLO C/MAD.3REMACHES 7", ,    1.09,    1.11,    1.13,    0.00,    0.86,    1.18,O
 12-300-38-6         , CUCHILLO C/MAD.3REMACHES 6", ,    0.98,    1.00,    1.02,    0.00,    0.76,    1.04,O
 12-300-38-5         , CUCHILLO 5" C/MAD.3 REMACHES, ,    0.90,    0.92,    0.94,    0.00,    0.69,    0.95,O
 12-300-37-9         , CUCHILLO 9" C/MAD.ROJA PNTA.CAIDA, ,    1.02,    1.04,    1.06,    0.00,    0.73,    1.00,O
 12-300-37-8         , CUCHILLO 8" C/MAD.ROJA PNTA CAIDA, ,    0.92,    0.94,    0.96,    0.00,    0.69,    0.95,O
 12-300-37-7         , CUCHILLO 7" C/MAD.ROJA PNTA CAIDA, ,    0.83,    0.85,    0.86,    0.00,    0.63,    0.86,O
 12-300-37-6         , CUCHILLO 6" C/MAD.ROJA PNTA.CAIDA, ,    0.75,    0.77,    0.78,    0.00,    0.58,    0.80,O
 12-300-37-5         , CUCHILLO 5" C/MAD.ROJA PNTA CAIDA, ,    0.70,    0.72,    0.73,    0.00,    0.54,    0.74,O
 12-300-40-9         , CUCHILLO C/PLAST.9", ,    0.73,    0.75,    0.76,    0.00,    0.58,    0.80,O
 12-300-40-8         , CUCHILLO C/PLAST.8", ,    0.66,    0.68,    0.69,    0.00,    0.54,    0.74,O
 12-300-40-7         , CUCHILLO C/PLAST.7", ,    0.58,    0.60,    0.61,    0.00,    0.45,    0.62,O
 12-300-40-6         , CUCHILLO C/PLAST.6", ,    0.55,    0.56,    0.57,    0.00,    0.43,    0.59,O
 12-300-40-5         , CUCHILLO C/PLAST.5", ,    0.46,    0.47,    0.48,    0.00,    0.36,    0.50,O
 12-41-09            , CUCHILLO 9" C/PLAST. PNTA. CAIDA, ,    0.64,    0.66,    0.67,    0.00,    0.00,    0.00,O
 12-41-08            , CUCHILLO 8" C/PLAST. PNTA. CAIDA, ,    0.57,    0.59,    0.60,    0.00,    0.00,    0.00,O
 12-41-07            , CUCHILLO 7" C/PLAST. PNTA. CAIDA, ,    0.48,    0.49,    0.50,    0.00,    0.00,    0.00,O
 12-41-06            , CUCHILLO 6" C/PLAST. PNTA. CAIDA, ,    0.44,    0.45,    0.46,    0.00,    0.00,    0.00,O
 12-150-42-8         , CUCHILLO C/FIBRA 3 REM.# 8, ,    1.73,    1.77,    1.80,    0.00,    1.26,    1.72,O
 12-500-33-4         , CUCHILLO 4" P/CHULETA, ,    0.51,    0.52,    0.53,    0.00,    0.29,    0.40,O
 12-120-48-12        , CUCHILLO C/MADERA 12", ,    2.72,    2.77,    2.82,    2.15,    2.33,    3.18,O
 12-39-6             , CUCHILLO 6", ,    0.95,    0.97,    0.99,    0.00,    0.00,    0.00,O
 12-30-6             , CUCHILLO 6" C/COBRE, ,    3.01,    3.07,    3.12,    0.00,    0.00,    0.00,O
 12-300-41-05        , CUCHILLO 5" C/PLAST. PNTA. CAIDA, ,    0.37,    0.38,    0.39,    0.00,    0.00,    0.00,O
 FJM-32              , BASE P/TUBO CIRCULAR, ,    2.89,    2.95,    3.00,    0.00,    0.00,    0.00,O
 FJM-22              , BASE P/TUBO CIRCULAR, ,    2.97,    3.03,    3.08,    0.00,    0.00,    0.00,O
 1740-2              , LAVACARA SIN TAPA, ,    3.18,    3.24,    3.30,    0.00,    0.00,    0.00,O
 20-1618             , PLATO ANCHO H.E.Nº18, ,    0.65,    0.67,    0.68,    0.00,    0.54,    0.74,O
 1626                , PLATO ANCHO H.E.Nº26, ,    0.83,    0.85,    0.86,    0.00,    0.00,    0.00,O
 12-300-38-B8        , CUCHILLO CON SIERRA # 8, ,    1.24,    1.27,    1.29,    0.00,    0.00,    0.00,O
 12-300-40-B08       , CUCHILLO CON SIERRA, ,    0.71,    0.73,    0.74,    0.00,    0.00,    0.00,O
 1-73-18             , SOPERA Nª 18 ACERO INOXIDABLE, ,    0.57,    0.59,    0.60,    0.00,    0.41,    0.56,O
 12-149-07           , MANICURE 7 UTENSILIOS, ,    2.51,    2.56,    2.61,    0.00,    0.00,    0.00,O
 12-149-18           , MANICURE 18 UTENSILIOS, ,    3.18,    3.24,    3.30,    0.00,    0.00,    0.00,O
 12-149              , MANICURE SET, ,    0.82,    0.84,    0.85,    0.00,    0.00,    0.00,O
 12-149-05           , BROCHAS DE BELLEZA (JGO. X 5), ,    0.69,    0.71,    0.72,    0.00,    0.00,    0.00,O
 12-150-42-9         , CUCHILLO C/FIBRA 3 REM.# 9, ,    1.88,    1.92,    1.95,    0.00,    1.37,    1.87,O
 12-150-42-7         , CUCHILLO C/FIBRA 3 REM.# 7, ,    1.58,    1.61,    1.64,    0.00,    1.15,    1.57,O
 12-150-42-6         , CUCHILLO C/FIBRA 3 REM.# 6, ,    1.40,    1.43,    1.46,    0.00,    1.02,    1.39,O
 12-31-06            , CUCHILLO 6" C/COBRE, ,    3.03,    3.09,    3.14,    0.00,    0.00,    0.00,O
 8535                , CHAROL RED. ACERO INOX. 35", ,    3.55,    3.62,    3.68,    0.00,    0.00,    0.00,O
 1722                , PLATO ACERO INOX. 22", ,    0.83,    0.85,    0.86,    0.00,    0.00,    0.00,O
 12-120-51           , HACHA GRUESA C/MADERA, ,    3.28,    3.34,    3.40,    0.00,    2.81,    3.83,O
 7B16-20             , ESPATULA GRANDE, ,    3.23,    3.29,    3.35,    0.00,    2.77,    3.78,O
 11606               , BACENILLA DE LUJO, ,    9.48,    9.66,    9.83,    0.00,    0.00,    0.00,O
 1-73-14             , SOPERA Nº 14 ACERO INOXIDABLE, ,    0.46,    0.47,    0.48,    0.00,    0.33,    0.45,O
 1-73-16             , SOPERA Nº 16 ACERO INOXIDABLE, ,    0.50,    0.51,    0.52,    0.00,    0.36,    0.50,O
 1-73-20             , SOPERA Nº20 ACERO INOXIDABLE, ,    0.68,    0.70,    0.71,    0.00,    0.49,    0.67,O
 1-73-24             , SOPERA Nº24 ACERO INOXIDABLE, ,    0.95,    0.97,    0.99,    0.00,    0.69,    0.95,O
 1-73-28             , SOPERA # 28 ACERO INOX., ,    2.02,    2.06,    2.10,    0.00,    1.73,    2.36,O
 1-19-11             , COLADOR Nª11 ACERO INOX., ,    2.01,    2.05,    2.09,    0.00,    1.46,    1.99,O
 1-19-12             , COLADOR Nº12 ACERO INOX., ,    2.42,    2.47,    2.51,    0.00,    1.76,    2.40,O
 1-19-14             , COLADOR Nº14 ACERO INOX., ,    2.69,    2.74,    2.79,    0.00,    1.96,    2.68,O
 1-19-16             , COLADOR Nº16 ACERO INOX., ,    3.23,    3.29,    3.35,    0.00,    2.35,    3.21,O
 1-19-20             , COLADOR Nº20 ACERO INOX., ,    4.02,    4.10,    4.17,    0.00,    2.93,    4.00,O
 1-24-06             , BATIDORA DE MANO # 6 A.INOX., ,    0.54,    0.55,    0.56,    0.00,    0.00,    0.00,O
 1-24-08             , BATIDORA DE MANO 8 MANGO PLAST., ,    1.14,    1.17,    1.19,    0.00,    0.83,    1.14,O
 12-43-06            , CUCHILLO C/MAD.6" ACERO INOX., ,    1.22,    1.25,    1.27,    0.00,    0.00,    0.00,O
 12-43-08            , CUCHILLO C/MAD.8" ACERO INOX., ,    1.44,    1.47,    1.50,    0.00,    0.00,    0.00,O
 12-43-09            , CUCHILLO C/MAD.9" ACERO INOX., ,    1.56,    1.59,    1.62,    0.00,    0.00,    0.00,O
 12-150-44-6         , CUCHILLO 6" C/MADERA, ,    1.10,    1.12,    1.14,    0.00,    0.80,    1.09,O
 12-43-07            , CUCHILLO C/MADERA 7" ACERO INOX., ,    1.30,    1.33,    1.35,    0.00,    0.00,    0.00,O
 354-17              , SET PARA TE 17 PZAS. PORC., ,   12.77,   13.00,   13.23,    0.00,    0.00,    0.00,O
 1326                , TAZON # 26 DEC. H.ENLOZADO S/T, ,    0.89,    0.91,    0.93,    0.00,    0.00,    0.00,O
 1330                , TAZON # 30 DEC. H.ENLOZADO S/T, ,    1.65,    1.68,    1.71,    0.00,    0.00,    0.00,O
 1334                , TAZON H.E. # 34 DEC. S/T, ,    1.90,    1.94,    1.97,    0.00,    0.00,    0.00,O
 1338                , TAZON H.E # 38 DEC. S/T, ,    2.38,    2.43,    2.47,    0.00,    0.00,    0.00,O
 20-1518             , SOPERA 18 H.ENLOZADO DEC., ,    0.72,    0.74,    0.75,    0.00,    0.52,    0.71,O
 20-1522             , SOPERA H.E. # 22 DEC., ,    0.90,    0.92,    0.94,    0.00,    0.77,    1.05,O
 20-1526             , SOPERA H.E. # 26 DEC., ,    1.20,    1.23,    1.25,    0.00,    0.95,    1.30,O
 20-1530             , SOPERA H.E. # 30 DEC., ,    1.71,    1.75,    1.78,    0.00,    1.44,    1.97,O
 20-1534             , SOPERA H.E. # 34 DEC., ,    2.14,    2.18,    2.22,    0.00,    1.87,    2.55,O
 20-1614             , PLATO ANCHO H.E. # 14, ,    0.55,    0.56,    0.57,    0.00,    0.43,    0.59,O
 20-1616             , PLATO ANCHO H.E. # 16, ,    0.58,    0.60,    0.61,    0.00,    0.47,    0.65,O
 1F11-3              , CUCHARA PARA CAFE, ,    1.31,    1.34,    1.36,    0.00,    1.13,    1.54,O
 4-12-11             , PLATERA CON TAPA Y ESCURRIDOR 001, ,    7.04,    7.17,    7.30,    0.00,    5.13,    6.99,O
 4-12-12             , PLATERA CON TAPA Y ESCURRIDOR 002, ,    6.19,    6.31,    6.42,    0.00,    4.51,    6.15,O
 4-12-13             , PLATERA CON TAPA Y ESCURRIDOR 003, ,    5.34,    5.44,    5.54,    0.00,    3.89,    5.30,O
 4-14                , TABLA PARA LAVAR ROPA, ,    2.77,    2.82,    2.87,    0.00,    0.00,    0.00,O
 8550                , CHAROL RED. ACERO INOX. 50", ,    7.52,    7.66,    7.80,    0.00,    0.00,    0.00,O
 8555                , CHAROL RED. ACERO INOX  55", ,    8.94,    9.11,    9.27,    0.00,    0.00,    0.00,O
 8545                , CHAROL RED. ACERO INOX. 45", ,    6.36,    6.48,    6.59,    0.00,    0.00,    0.00,O
 1-19-A14            , COLADOR N°14 ACERO INOX. S/S, ,    1.38,    1.41,    1.43,    0.00,    0.00,    0.00,O
 1-19-A18            , COLADOR N°18 ACERO INOX. S/S, ,    1.90,    1.94,    1.97,    0.00,    0.00,    0.00,O
 1-19-A16            , COLADOR N°16 ACERO INOX. S/S, ,    1.64,    1.67,    1.70,    0.00,    0.00,    0.00,O
 1-19-A20            , COLADOR N°20 ACERO INOX. S/S, ,    2.16,    2.20,    2.24,    0.00,    0.00,    0.00,O
 1-24-10             , BATIDORA DE MANO N°10 A.INOX., ,    1.56,    1.59,    1.62,    0.00,    1.13,    1.54,O
 1-80-1              , SALERO/PIMENTERO ACERO PEQUEÑO, ,    1.77,    1.81,    1.84,    0.00,    0.00,    0.00,O
 1-80-2              , SALERO/PIMENTERO ACERO MEDIANO, ,    2.12,    2.16,    2.20,    0.00,    1.54,    2.10,O
 1-80-3              , SALERO/PIMENTERO T/P A.I., ,    2.10,    2.14,    2.18,    0.00,    1.53,    2.09,O
 1-146-14            , REPOSTERO 1 PZA. A.INOX., ,    2.53,    2.58,    2.63,    0.00,    0.00,    0.00,O
 1-146-16            , REPOSTERO 1 PZA. A.INOX., ,    3.33,    3.39,    3.45,    0.00,    0.00,    0.00,O
 1-170-22            , CANTINA # 22 A.INOX., ,   13.71,   13.96,   14.21,    0.00,    9.99,   13.62,O
 1-170-20            , CANTINA # 20 A.INOX., ,    7.57,    7.71,    7.85,    0.00,    0.00,    0.00,O
 1-170-24            , CANTINA # 24 A. INOX., ,   15.70,   15.99,   16.27,    0.00,   11.44,   15.59,O
 1-170-26            , CANTINA # 26 A. INOX., ,   17.47,   17.79,   18.10,    0.00,   12.73,   17.35,O
 1-24-A8             , BATIDORA MANO M/A #8 23CM A.I., ,    1.62,    1.65,    1.68,    0.00,    1.18,    1.61,O
 1-171-02            , TETERA ACERO INOX., ,    3.46,    3.53,    3.59,    0.00,    0.00,    0.00,O
 1-171-13            , TETERA ACERO INOX., ,    4.11,    4.19,    4.26,    0.00,    3.52,    4.80,O
 1-171-32            , TETERA # 32 ACERO INOX., ,    5.31,    5.41,    5.51,    0.00,    4.55,    6.20,O
 1-171-48            , TETERA # 48 ACERO INOX., ,    7.06,    7.19,    7.32,    0.00,    5.14,    7.01,O
 1-171-70            , TETERA # 70 ACERO INOX., ,    7.52,    7.66,    7.80,    0.00,    6.43,    8.77,O
 1-171-24            , TETERA # 24 A.INOX. ALTO 11CM, ,    4.71,    4.80,    4.88,    0.00,    0.00,    0.00,O
 1A23627             , CHAROL RECT. A.INOX. 36X27, ,    6.83,    6.96,    7.08,    0.00,    5.84,    7.96,O
 1A25035             , CHAROL RECT. A.INOX. 50X35, ,   10.06,   10.25,   10.43,    0.00,    8.61,   11.74,O
 1A26040             , CHAROL RECT. A.INOX. 60X40, ,   11.45,   11.66,   11.87,    0.00,    9.79,   13.34,O
 1A12720             , CHAROL RECT. A.INOX. 27X20, ,    2.47,    2.52,    2.56,    0.00,    1.80,    2.46,O
 1A13222             , CHAROL RECT. A.INOX. 32X22, ,    2.93,    2.99,    3.04,    0.00,    2.13,    2.91,O
 1A13627             , CHAROL RECT. A.INOX. 36X27, ,    3.52,    3.59,    3.65,    0.00,    2.56,    3.49,O
 1A14030             , CHAROL RECT. A.INOX. 40X30, ,    4.19,    4.27,    4.35,    0.00,    3.05,    4.16,O
 1A15035             , CHAROL RECT. A.INOX. 50X35, ,    5.86,    5.97,    6.08,    0.00,    4.27,    5.82,O
 1A16040             , CHAROL RECT. A.INOX. 60X40, ,    8.02,    8.17,    8.31,    0.00,    5.84,    7.96,O
 1-155-16            , PINZA PARA PAN # 16 A.INOX., ,    1.38,    1.41,    1.43,    0.00,    1.00,    1.37,O
 1B12-10             , CUCHARON # 10 A. INOX., ,    4.22,    4.30,    4.38,    0.00,    3.07,    4.19,O
 7B12-B10            , ESPUMADERA # 10 A.INOX., ,    5.82,    5.93,    6.03,    0.00,    4.24,    5.78,O
 1B12-12             , CUCHARON # 12 A.INOX., ,    5.00,    5.10,    5.19,    0.00,    3.64,    4.96,O
 7B12-B12            , ESPUMADERA # 12 A.INOX., ,    6.32,    6.44,    6.55,    0.00,    4.60,    6.27,O
 1B12-16             , CUCHARON # 16 A.INOX. (15CM), ,    5.66,    5.77,    5.87,    0.00,    4.12,    5.62,O
 7-12-B16            , ESPUMADERA # 16 A.INOX., ,    5.62,    5.73,    5.83,    0.00,    0.00,    0.00,O
 1A24030             , CHAROL RECT. A.INOX. 40X30, ,    8.50,    8.66,    8.81,    0.00,    7.27,    9.91,O
 FP200               , PLACA CIEGA T/TICINO IVORY, ,    0.68,    0.70,    0.71,    0.00,    0.00,    0.00,O
 FP201               , PLACA PARA EMP.1 SERV T/TICINO I., ,    0.68,    0.70,    0.71,    0.00,    0.00,    0.00,O
 FP202               , PLACA P/EMP. 2 SERV T/TICINO I., ,    0.62,    0.64,    0.65,    0.00,    0.00,    0.00,O
 FP203               , PLACA P/EMP 3 SERV T/TICINO I., ,    0.71,    0.73,    0.74,    0.00,    0.00,    0.00,O
 11412               , BANDEJA REINA, ,    3.45,    3.52,    3.58,    0.00,    0.00,    0.00,O
 61912               , CUCHARA P/HELADO 55 METAL, ,    7.39,    7.53,    7.66,    0.00,    0.00,    0.00,O
 61964               , CUCHARA PLASTICA P/HELADO, ,    1.91,    1.95,    1.98,    0.00,    0.00,    0.00,O
 JL867               , CHAPA PARA BANO, ,    1.62,    1.65,    1.68,    0.00,    0.00,    0.00,O
 18Y344-86           , PLATO HONDO 8" PORC. CLAVEL, ,    0.74,    0.76,    0.77,    0.68,    0.71,    0.97,O
 18Y344-80           , PLATO HONDO 8" PORC. NEGRO, ,    0.74,    0.76,    0.77,    0.68,    0.71,    0.97,O
 18Y344-89           , PLATO HONDO 8" PORC. ROSADO, ,    0.74,    0.76,    0.77,    0.68,    0.71,    0.97,O
 18Y341-086          , PLATO TENDIDO PORC. 8" CLAVEL, ,    0.77,    0.79,    0.80,    0.68,    0.71,    0.97,O
 18Y341-080          , PLATO TENDIDO PORC. 8" NEGRO, ,    0.77,    0.79,    0.80,    0.68,    0.71,    0.97,O
 18Y341-089          , PLATO TENDIDO PORC. 8" ROSADO, ,    0.77,    0.79,    0.80,    0.68,    0.71,    0.97,O
 18Y344-96           , PLATO HONDO 9" PORC. CLAVEL, ,    1.03,    1.05,    1.07,    0.93,    0.98,    1.34,O
 18Y344-90           , PLATO HONDO 9" PORC. NEGRO, ,    1.03,    1.05,    1.07,    0.93,    0.98,    1.34,O
 18Y344-99           , PLATO HONDO 9" PORC. ROSADO, ,    1.03,    1.05,    1.07,    0.93,    0.98,    1.34,O
 18Y341-096          , PLATO TENDIDO PORC. 9" CLAVEL, ,    0.92,    0.94,    0.96,    0.84,    0.89,    1.22,O
 18Y341-090          , PLATO TENDIDO PORC. 9" NEGRO, ,    0.92,    0.94,    0.96,    0.84,    0.89,    1.22,O
 18Y341-099          , PLATO TENDIDO PORC. 9" ROSADO, ,    0.92,    0.94,    0.96,    0.84,    0.89,    1.22,O
 80240               , EXPRIMIDOR LIGHT, ,    0.66,    0.68,    0.69,    0.00,    0.00,    0.00,O
 26-W                , FOCO AHORRADOR ESPIRAL 26W, ,    2.66,    2.71,    2.76,    0.00,    0.00,    0.00,O
 1218-A              , SOPERA H.E. # 18 COLOR, ,    0.49,    0.50,    0.51,    0.00,    0.00,    0.00,O
 1414-A              , SOPERA H.E.# 14 COLOR, ,    0.37,    0.38,    0.39,    0.00,    0.00,    0.00,O
 1416-A              , SOPERA H.E. # 16 COLOR, ,    0.46,    0.47,    0.48,    0.00,    0.00,    0.00,O
 1526-A              , SOPERA H.E 3 26 COLOR, ,    0.89,    0.91,    0.93,    0.00,    0.00,    0.00,O
 1530-A              , SOPERA H.E. # 30 COLOR, ,    1.20,    1.23,    1.25,    0.00,    0.00,    0.00,O
 1534-A              , SOPERA H.E. # 34 COLOR, ,    1.58,    1.61,    1.64,    0.00,    0.00,    0.00,O
 1614-A              , PLATO ANCHO H.E. # 14 COLOR, ,    0.31,    0.32,    0.33,    0.00,    0.00,    0.00,O
 1618-A              , PLATO ANCHO H.E # 18 COLOR, ,    0.44,    0.45,    0.46,    0.00,    0.00,    0.00,O
 1622-A              , PLATO ANCHO H.E. # 22 COLOR, ,    0.49,    0.50,    0.51,    0.00,    0.00,    0.00,O
 20-3107-P           , JARRO H.E. # 7 COLOR, ,    0.64,    0.66,    0.67,    0.00,    0.50,    0.69,O
 20-3108-P           , JARRO H.E. # 8 COLOR, ,    0.76,    0.78,    0.79,    0.00,    0.61,    0.84,O
 1-183-14            , PEROL # 14 C/T/V A.INOX, ,    5.87,    5.98,    6.09,    0.00,    0.00,    0.00,O
 1-183-18            , PEROL # 18 C/T/V A.INOX, ,    8.58,    8.74,    8.89,    0.00,    0.00,    0.00,O
 1-5-02              , TRINCHE DE MESA, ,    4.79,    4.88,    4.97,    0.00,    0.00,    0.00,O
 1-188-26            , PAILA # 26 A.INOX, ,    2.89,    2.95,    3.00,    0.00,    0.00,    0.00,O
 1-188-24            , PAILA # 24 A.INOX, ,    2.53,    2.58,    2.63,    0.00,    0.00,    0.00,O
 1-188-22            , PAILA # 22 A.INOX, ,    2.14,    2.18,    2.22,    0.00,    0.00,    0.00,O
 2007-G2             , TAZA C/PLATO TRIC. PORC. (CELESTE), ,    6.35,    6.47,    6.58,    0.00,    0.00,    0.00,O
 2007-G3             , TAZA C/PLATO TRIC. PORC. (ROSADO), ,    6.35,    6.47,    6.58,    0.00,    0.00,    0.00,O
 18-1007-L1          , TAZA C/PLATO TRICOLOR CELEST/BLANCO, ,    5.87,    5.98,    6.09,    0.00,    6.71,    9.15,O
 18-1007-L3          , TAZA C/PLATO TRICOLOR BLANCO/CAFE, ,    5.87,    5.98,    6.09,    0.00,    6.71,    9.15,O
 5007-B1             , TAZA C/PLATO TRICOLOR PORC.(CELESTE POR, ,    6.35,    6.47,    6.58,    0.00,    0.00,    0.00,O
 18-10220-K5         , TAZA C/PLATO PORC. FILO CELESTE/BLANCO, ,    5.87,    5.98,    6.09,    0.00,    6.71,    9.15,O
